Time	"Time Code"	"Country Name"	"Country Code"	"Children out of school"	"CO2 emissions (kt)"	"Non-renewable lectricity production (% of total)"	"Renewable electricity production excluding hydroelectric (% of total)"	"Life expectancy (years)"	"Population"	"Rural population"	"Urban population"	"Surface area (sq. km)"
2013	"YR2013"	"Tanzania"	"TZA"	"1851249"	"11177.016"	"70.4931829658307"	"0.60595859282949"	"63.348"	"50636595"	"35346369"	"15290226"	"947300"
2013	"YR2013"	"Thailand"	"THA"	""	"300088.945"	"91.7220699812812"	"4.90502708063163"	"74.678"	"68143065"	"36665739"	"31477326"	"513120"
2013	"YR2013"	"Timor-Leste"	"TLS"	"18559"	"440.04"	""	""	"68.033"	"1184366"	"843517"	"340849"	"14870"
2013	"YR2013"	"Togo"	"TGO"	""	"2658.575"	"18.2795698924731"	"5.37634408602151"	"59.174"	"7042948"	"4291902"	"2751046"	"56790"
2013	"YR2013"	"Tonga"	"TON"	"621"	"113.677"	""	""	"72.588"	"105328"	"80700"	"24628"	"750"
2013	"YR2013"	"Trinidad and Tobago"	"TTO"	""	"46541.564"	"100"	"0"	"70.28"	"1348248"	"626531"	"721717"	"5130"
2013	"YR2013"	"Tunisia"	"TUN"	"3675"	"27667.515"	"96.5127033349655"	"2.00750775257059"	"75.167"	"11014558"	"3580282"	"7434276"	"163610"
2013	"YR2013"	"Turkey"	"TUR"	"337098"	"324771.522"	"71.0548231551421"	"4.08071487462212"	"74.977"	"75787333"	"20818023"	"54969310"	"785350"
2013	"YR2013"	"Turkmenistan"	"TKM"	""	"66735.733"	"100"	"0"	"67.375"	"5366277"	"2707770"	"2658507"	"488100"
2013	"YR2013"	"Turks and Caicos Islands"	"TCA"	""	"198.018"	""	""	""	"33108"	"2820"	"30288"	"950"
2013	"YR2013"	"Tuvalu"	"TUV"	""	"11.001"	""	""	""	"10819"	"4564"	"6255"	"30"
2013	"YR2013"	"Uganda"	"UGA"	"714319"	"4869.776"	""	""	"58.819"	"37553726"	"29683216"	"7870510"	"241550"
2013	"YR2013"	"Ukraine"	"UKR"	"92483"	"271875.047"	"49.2426667217329"	"0.676282613858115"	"71.159512195122"	"45489600"	"14158638"	"31330962"	"603550"
2013	"YR2013"	"United Arab Emirates"	"ARE"	"22078"	"170706.184"	"99.905857543635"	"0.0941424563649715"	"76.798"	"9006263"	"1344995"	"7661268"	"83600"
2013	"YR2013"	"United Kingdom"	"GBR"	"4676"	"458250.322"	"64.4631509217883"	"13.6651728823286"	"81.0048780487805"	"64128226"	"11477670"	"52650556"	"243610"
2013	"YR2013"	"United States"	"USA"	""	"5159160.972"	"67.8246484698098"	"6.32000921832263"	"78.7414634146342"	"316234505"	"59139015"	"257095490"	"9831510"
2013	"YR2013"	"Uruguay"	"URY"	"1500"	"7587.023"	"19.1219344880809"	"10.4870519636426"	"77.04"	"3408005"	"175751"	"3232254"	"176220"
2013	"YR2013"	"Uzbekistan"	"UZB"	"95000"	"103354.395"	"78.6715867158672"	"0"	"70.844"	"30243200"	"14834290"	"15408910"	"447400"
2013	"YR2013"	"Vanuatu"	"VUT"	""	"106.343"	""	""	"71.481"	"253142"	"190462"	"62680"	"12190"
2013	"YR2013"	"Venezuela, RB"	"VEN"	"244940"	"183922.052"	"32.1654758038324"	"0"	"74.035"	"30317848"	"3597819"	"26720029"	"912050"
2013	"YR2013"	"Vietnam"	"VNM"	"127071"	"147230.05"	"58.3379979848705"	"0.115949909639036"	"75.663"	"91497725"	"61825928"	"29671797"	"330972"
2013	"YR2013"	"Virgin Islands (U.S.)"	"VIR"	""	""	""	""	"78.8682926829268"	"108044"	"5327"	"102717"	"350"
2013	"YR2013"	"West Bank and Gaza"	"PSE"	"32923"	"2438.555"	""	""	"72.954"	"4169506"	"1048089"	"3121417"	"6020"
2013	"YR2013"	"Yemen, Rep."	"YEM"	"599564"	"25496.651"	"100"	"0"	"64.291"	"25576322"	"16993164"	"8583158"	"527970"
2013	"YR2013"	"Zambia"	"ZMB"	"363385"	"3956.693"	"0.142857142857143"	"0"	"59.982"	"15153210"	"8960851"	"6192359"	"752610"
2013	"YR2013"	"Zimbabwe"	"ZWE"	"398579"	"11675.728"	"46.0606060606061"	"1.73458725182863"	"58.053"	"15054506"	"10138608"	"4915898"	"390760"
